filename,Tree cover,Shrubland,Grassland,Cropland,Built-up,Bare / sparse vegetation,Permanent water bodies,Herbaceous wetland
29.0880_76.6294.png,5.61,0.25,0.77,92.74,0.47,0.07,0.09,0.0
28.5469_75.9680.png,0.09,0.05,0.09,99.63,0.15,0.0,0.0,0.0
27.8204_76.1882.png,0.03,0.0,0.14,99.54,0.29,0.0,0.0,0.0
27.8380_77.1680.png,0.99,0.01,1.78,93.82,3.35,0.05,0.0,0.0
28.5616_76.0058.png,0.68,0.05,0.25,98.31,0.7,0.01,0.0,0.0
27.8705_76.0294.png,3.24,58.07,16.57,17.46,4.52,0.14,0.0,0.0
29.5583_76.8179.png,1.33,0.09,0.42,96.21,1.89,0.07,0.0,0.0
29.7705_76.2180.png,8.26,0.03,0.26,91.33,0.12,0.0,0.0,0.0
28.4616_77.0470.png,21.38,0.09,2.18,1.03,74.87,0.44,0.0,0.0
30.9204_76.7794.png,48.69,9.87,5.07,30.44,3.42,2.51,0.0,0.0
30.5469_76.9794.png,9.42,0.24,1.01,76.68,11.66,0.98,0.0,0.0
28.1381_77.4794.png,6.31,0.01,2.75,75.65,3.73,0.1,11.46,0.0
29.3617_76.6146.png,1.1,0.0,0.0,98.82,0.08,0.0,0.0,0.0
29.4117_74.9180.png,0.12,1.1,0.29,97.99,0.46,0.04,0.0,0.0
27.9117_76.0294.png,2.44,3.24,3.26,85.11,5.79,0.02,0.15,0.0
29.9117_76.8646.png,4.17,2.22,1.02,83.77,8.49,0.33,0.0,0.0
29.6793_75.5058.png,0.1,0.0,0.27,99.51,0.13,0.0,0.0,0.0
28.5117_76.2382.png,1.96,1.45,0.02,95.78,0.0,0.79,0.0,0.0
29.6583_75.4558.png,2.0,0.12,2.06,90.74,4.83,0.25,0.0,0.0
29.2705_75.3647.png,0.09,0.0,0.09,99.58,0.24,0.0,0.0,0.0
28.6617_75.7146.png,1.81,0.83,0.01,96.68,0.67,0.0,0.0,0.0
30.1705_76.4558.png,3.64,0.4,0.7,89.62,5.62,0.03,0.0,0.0
29.4381_74.5794.png,1.14,0.2,0.55,92.55,5.41,0.15,0.0,0.0
29.7969_76.4970.png,1.85,0.04,0.27,95.96,1.79,0.09,0.0,0.0
27.7793_77.1146.png,8.18,1.06,4.32,79.69,6.73,0.02,0.0,0.0
29.8705_76.9558.png,8.21,0.57,0.13,87.07,3.97,0.05,0.0,0.0
28.0968_77.3180.png,0.76,0.0,4.79,88.99,5.44,0.03,0.0,0.0
30.0117_76.5646.png,4.6,0.0,0.0,95.05,0.36,0.0,0.0,0.0
28.3793_76.4058.png,3.35,0.67,0.46,85.95,9.43,0.0,0.13,0.0
28.2793_77.4470.png,7.71,0.02,8.65,78.6,4.92,0.11,0.0,0.0
28.5880_75.7294.png,2.31,0.12,0.03,97.25,0.27,0.02,0.0,0.0
29.8705_76.8646.png,3.91,0.56,0.02,91.53,3.98,0.0,0.0,0.0
29.5792_76.2146.png,0.4,0.0,0.04,99.56,0.0,0.0,0.0,0.0
30.0117_76.4558.png,23.08,2.71,1.45,70.87,0.58,1.31,0.0,0.0
29.0469_76.8680.png,1.61,6.64,3.55,87.23,0.69,0.27,0.0,0.0
29.5381_76.8146.png,2.14,1.54,1.35,82.78,11.47,0.25,0.47,0.0
29.6583_75.5646.png,2.67,7.05,12.17,48.52,26.67,2.92,0.0,0.0
29.9117_76.9558.png,20.2,0.49,0.23,74.82,4.25,0.0,0.0,0.0
29.8116_77.1146.png,5.03,0.04,1.53,87.16,6.22,0.02,0.0,0.0
28.9469_75.5794.png,0.0,1.06,0.06,93.13,0.02,5.74,0.0,0.0
28.2583_77.1470.png,1.74,0.11,3.73,88.47,5.93,0.02,0.0,0.0
30.3969_77.1794.png,19.69,1.94,2.42,75.06,0.31,0.56,0.0,0.0
29.0880_76.2794.png,0.02,0.02,0.18,99.77,0.01,0.0,0.0,0.0
29.6793_75.0646.png,0.02,0.15,0.02,99.77,0.05,0.0,0.0,0.0
29.0968_76.4882.png,0.6,0.05,0.0,99.35,0.0,0.0,0.0,0.0
29.9704_77.1146.png,16.89,2.74,0.16,71.79,3.65,2.13,2.64,0.0
28.5616_76.4558.png,37.46,31.63,2.08,25.98,1.78,0.83,0.23,0.0
30.0205_76.8382.png,4.97,0.0,0.0,93.05,1.97,0.0,0.0,0.0
30.0616_76.2382.png,5.18,0.01,0.17,88.77,5.85,0.02,0.0,0.0
28.8793_77.1382.png,6.38,0.38,10.09,16.2,65.13,1.81,0.01,0.0
29.6793_75.1558.png,0.27,0.01,0.21,99.11,0.39,0.01,0.0,0.0
30.4205_77.2180.png,10.39,0.36,0.97,87.0,0.95,0.34,0.0,0.0
28.6469_76.6970.png,7.51,1.35,0.6,80.64,9.75,0.06,0.09,0.0
28.8292_76.5146.png,5.8,1.26,0.79,90.55,1.53,0.06,0.01,0.0
29.9205_76.5382.png,0.3,0.08,0.37,97.92,1.33,0.01,0.0,0.0
28.6881_75.9470.png,0.97,1.04,0.1,96.58,1.28,0.04,0.0,0.0
28.5616_76.5646.png,3.41,0.11,0.05,95.51,0.11,0.0,0.81,0.0
28.1381_77.0294.png,1.29,0.22,1.2,95.76,0.79,0.48,0.24,0.0
29.6469_75.2058.png,0.02,0.05,0.02,99.81,0.11,0.0,0.0,0.0
28.7617_76.5882.png,1.36,1.39,0.24,96.36,0.06,0.27,0.32,0.0
29.5469_76.9470.png,3.17,0.94,2.37,90.96,2.42,0.13,0.0,0.0
28.4969_76.8179.png,0.38,0.55,1.64,93.43,3.91,0.1,0.0,0.0
29.6205_76.1680.png,6.3,0.05,0.0,93.63,0.01,0.0,0.02,0.0
29.2969_76.5558.png,2.62,1.48,0.42,87.67,7.29,0.36,0.17,0.0
28.9792_76.3058.png,11.52,5.47,3.99,61.47,17.36,0.18,0.0,0.0
29.2969_76.4646.png,1.21,0.22,0.5,98.07,0.0,0.0,0.0,0.0
28.9381_76.9058.png,2.58,0.93,13.83,59.71,1.1,21.84,0.0,0.0
28.2083_76.7146.png,1.29,0.36,2.88,89.33,5.98,0.17,0.0,0.0
28.4704_76.3179.png,2.74,0.39,0.23,96.44,0.17,0.04,0.0,0.0
30.1617_77.0058.png,3.25,0.01,0.17,95.07,1.49,0.01,0.0,0.0
28.4880_77.0382.png,5.37,51.95,5.45,19.28,17.87,0.08,0.0,0.0
29.4792_75.0882.png,0.69,0.4,0.59,97.21,0.4,0.71,0.0,0.0
29.4293_75.1294.png,0.4,0.36,0.24,98.65,0.32,0.03,0.0,0.0
29.3617_76.8382.png,2.96,2.68,0.6,79.28,14.33,0.15,0.0,0.0
28.3793_77.0558.png,8.81,1.59,15.29,24.11,37.65,12.55,0.01,0.0
29.3204_76.2382.png,1.12,0.43,0.44,97.4,0.61,0.0,0.0,0.0
29.4083_75.4294.png,0.4,0.05,0.06,99.19,0.3,0.0,0.0,0.0
28.6381_76.6180.png,2.85,0.1,0.01,96.81,0.22,0.0,0.0,0.0
29.8969_74.8882.png,0.93,2.13,1.21,94.61,0.84,0.28,0.0,0.0
28.0616_76.5970.png,0.77,0.03,0.46,97.85,0.84,0.02,0.03,0.0
28.4704_76.0470.png,1.37,0.38,0.4,96.39,1.43,0.03,0.0,0.0
28.1293_76.4794.png,0.12,12.64,7.77,78.46,0.61,0.4,0.0,0.0
28.3881_75.8680.png,0.16,0.05,0.51,98.78,0.49,0.0,0.0,0.0
30.2116_76.5882.png,2.87,0.03,0.03,91.49,5.58,0.0,0.0,0.0
27.8292_76.1680.png,0.29,0.02,1.08,95.0,3.28,0.33,0.0,0.0
27.8617_77.0294.png,3.88,0.0,0.74,88.51,6.81,0.04,0.03,0.0
28.1881_77.3680.png,5.19,0.0,0.04,94.56,0.21,0.0,0.0,0.0
29.3793_75.0970.png,3.94,0.45,0.13,95.44,0.04,0.0,0.0,0.0
29.1117_77.0794.png,2.9,1.35,3.82,77.04,14.0,0.85,0.04,0.0
30.3881_76.8794.png,6.18,1.83,0.6,87.93,3.44,0.02,0.0,0.0
29.9881_76.3146.png,0.06,0.02,0.05,99.87,0.0,0.0,0.0,0.0
29.5381_76.6382.png,2.38,1.97,0.37,91.94,3.31,0.03,0.0,0.0
29.2969_76.1058.png,0.59,0.87,1.0,97.31,0.21,0.02,0.01,0.0
28.9792_76.6646.png,1.33,0.45,0.11,98.01,0.05,0.0,0.05,0.0
28.9583_75.7794.png,0.43,0.4,0.33,98.25,0.56,0.03,0.0,0.0
29.9083_74.8970.png,1.95,0.9,1.35,87.11,8.49,0.2,0.01,0.0
28.6793_76.1970.png,1.13,0.23,0.74,96.76,1.12,0.03,0.0,0.0
29.6469_75.6558.png,0.22,0.0,0.0,99.68,0.1,0.0,0.0,0.0
29.6469_75.7646.png,0.17,0.0,0.04,99.78,0.01,0.0,0.0,0.0
28.6617_75.9382.png,4.78,0.43,0.27,94.48,0.04,0.0,0.0,0.0
29.5616_75.4970.png,1.68,1.09,1.43,93.18,2.22,0.18,0.22,0.0
30.4117_77.1680.png,4.51,2.55,2.65,88.31,0.0,1.99,0.0,0.0
29.2705_76.0679.png,0.01,0.3,0.05,99.62,0.02,0.0,0.0,0.0
28.9792_76.7558.png,1.6,0.86,0.18,95.72,1.56,0.07,0.01,0.0
30.0880_76.2470.png,1.23,0.08,0.33,98.34,0.01,0.0,0.0,0.0
29.3969_77.1470.png,11.62,2.25,5.27,69.2,0.0,3.42,8.25,0.0
30.1617_77.4558.png,57.57,3.9,3.3,22.69,0.0,9.26,3.27,0.0
29.6881_76.9680.png,1.23,0.05,0.84,0.28,97.11,0.49,0.0,0.0
28.7969_75.5646.png,0.83,0.29,0.11,98.76,0.0,0.01,0.0,0.0
29.4293_75.5794.png,2.06,8.87,0.72,87.61,0.45,0.3,0.0,0.0
29.3582_75.8180.png,0.27,0.43,0.14,99.1,0.06,0.01,0.0,0.0
28.3582_75.8647.png,0.19,0.02,0.12,98.88,0.78,0.01,0.0,0.0
28.1293_76.0294.png,2.87,9.5,1.01,78.91,7.09,0.18,0.45,0.0
30.0205_76.6146.png,4.14,0.56,1.94,84.09,8.97,0.3,0.01,0.0
28.9117_75.9970.png,1.31,0.17,0.31,97.77,0.43,0.0,0.0,0.0
30.0704_77.2382.png,22.87,0.0,0.15,68.88,8.03,0.08,0.0,0.0
29.4083_75.0794.png,3.88,0.07,0.13,95.41,0.49,0.02,0.0,0.0
29.2617_75.4882.png,0.24,0.94,0.33,96.2,0.85,1.42,0.0,0.0
28.2469_77.3470.png,6.39,0.13,8.79,72.14,9.72,1.83,1.0,0.0
28.6583_76.4970.png,1.03,0.08,0.66,98.04,0.17,0.02,0.0,0.0
28.9616_76.8470.png,1.97,0.05,0.0,97.97,0.0,0.0,0.0,0.0
28.8705_75.9970.png,0.06,0.44,1.26,97.1,0.96,0.19,0.0,0.0
29.5381_75.8471.png,1.66,0.01,0.02,98.24,0.08,0.0,0.0,0.0
29.7617_76.2180.png,2.81,2.81,2.25,81.18,10.33,0.63,0.0,0.0
30.9380_76.8680.png,98.71,0.92,0.03,0.0,0.35,0.0,0.0,0.0
28.4704_77.0470.png,18.48,0.03,1.67,1.23,77.91,0.68,0.0,0.0
30.6469_77.1382.png,94.72,1.05,0.09,4.11,0.02,0.02,0.0,0.0
28.1293_77.4794.png,3.49,0.0,3.29,91.45,1.75,0.01,0.0,0.0
28.4792_75.7180.png,0.45,5.01,0.58,88.45,5.51,0.0,0.0,0.0
27.8292_77.1680.png,6.31,0.03,4.35,83.0,5.79,0.04,0.46,0.0
28.8582_76.6470.png,1.48,9.02,1.46,85.6,1.99,0.44,0.0,0.0
28.5704_76.0058.png,3.1,0.03,0.48,95.92,0.45,0.02,0.0,0.0
28.1881_76.3680.png,0.24,0.0,0.16,99.47,0.13,0.02,0.0,0.0
29.1117_76.0794.png,0.77,0.14,0.72,97.66,0.13,0.0,0.59,0.0
27.8617_76.0294.png,10.58,56.79,11.62,16.88,3.33,0.59,0.21,0.0
29.6205_77.1680.png,2.41,0.08,0.37,96.42,0.71,0.0,0.0,0.0
29.0704_75.5558.png,0.38,0.31,0.73,98.28,0.25,0.04,0.0,0.0
29.2617_75.6059.png,0.04,0.24,0.18,99.49,0.03,0.02,0.0,0.0
30.3468_77.2680.png,16.24,0.23,0.03,83.48,0.02,0.0,0.0,0.0
29.4469_76.9058.png,5.66,1.08,3.62,71.5,13.74,4.32,0.07,0.0
28.4880_76.0382.png,0.27,0.46,0.56,97.91,0.48,0.32,0.0,0.0
29.4616_75.0680.png,3.39,2.64,1.67,86.38,4.71,1.22,0.0,0.0
29.8204_76.7058.png,0.64,0.3,0.53,98.1,0.03,0.4,0.0,0.0
29.0704_75.4646.png,2.82,15.93,0.16,77.73,0.07,3.28,0.0,0.0
29.9616_77.1146.png,8.24,0.47,0.48,85.69,3.88,0.56,0.68,0.0
30.0704_76.2382.png,10.63,2.38,0.11,86.26,0.23,0.07,0.31,0.0
28.2469_76.3470.png,3.13,0.72,0.39,93.74,2.02,0.0,0.0,0.0
29.3582_74.8180.png,0.0,2.92,4.53,82.43,0.0,10.12,0.0,0.0
28.8380_76.5146.png,5.03,2.46,1.39,86.01,4.23,0.88,0.01,0.0
28.1293_77.0294.png,1.05,0.15,2.83,95.62,0.08,0.23,0.04,0.0
29.7469_75.2470.png,0.04,0.0,0.13,99.67,0.14,0.02,0.0,0.0
29.9969_76.4382.png,61.12,18.7,0.98,19.04,0.0,0.16,0.0,0.0
28.5704_76.4558.png,38.74,52.24,1.82,3.48,2.36,0.44,0.9,0.0
29.3705_76.6146.png,3.67,0.2,0.16,94.99,0.94,0.03,0.0,0.0
29.1117_76.4294.png,1.19,0.19,0.32,96.62,0.92,0.77,0.0,0.0
29.2793_75.4680.png,11.54,7.07,2.71,18.18,58.2,2.3,0.0,0.0
30.4969_77.3180.png,92.79,4.98,0.35,1.87,0.01,0.01,0.0,0.0
29.6469_74.6558.png,0.0,0.05,0.01,99.89,0.03,0.03,0.0,0.0
29.8204_76.2646.png,2.16,0.53,0.26,97.0,0.05,0.0,0.0,0.0
29.8617_76.8646.png,3.79,2.05,0.71,91.24,2.06,0.15,0.0,0.0
29.5293_76.8146.png,0.81,0.0,0.0,99.19,0.0,0.0,0.0,0.0
29.8881_76.5679.png,1.64,0.0,0.02,98.31,0.03,0.0,0.0,0.0
29.2204_75.8559.png,0.0,0.27,0.11,99.58,0.0,0.05,0.0,0.0
29.4881_75.2680.png,3.88,1.37,2.44,86.88,0.62,4.81,0.0,0.0
29.2969_77.1058.png,3.31,0.81,0.98,89.34,5.49,0.03,0.03,0.0
29.2583_75.1680.png,1.15,0.71,0.59,95.08,1.85,0.6,0.01,0.0
29.2617_75.3647.png,2.61,4.9,1.69,65.58,23.36,1.51,0.35,0.0
29.3969_76.1470.png,1.37,0.12,0.35,98.16,0.0,0.0,0.0,0.0
30.1617_76.4558.png,0.66,0.01,0.02,95.34,3.97,0.01,0.0,0.0
30.0880_77.2470.png,28.35,0.86,0.88,55.27,10.96,1.98,1.66,0.05
28.6705_75.7146.png,2.31,0.0,0.09,97.2,0.39,0.01,0.0,0.0
29.4293_74.5794.png,3.87,1.07,1.52,90.91,1.75,0.89,0.0,0.0
29.8617_76.9558.png,6.79,1.13,0.29,88.53,3.12,0.14,0.0,0.0
29.8204_76.3558.png,0.35,0.55,0.2,98.81,0.1,0.0,0.0,0.0
29.6469_74.7646.png,0.01,0.11,0.09,99.79,0.0,0.01,0.0,0.0
29.3793_75.0794.png,3.13,0.21,0.06,96.47,0.1,0.03,0.0,0.0
28.8617_75.6882.png,0.91,0.03,0.0,99.04,0.01,0.0,0.0,0.0
30.1082_76.4470.png,1.17,0.08,0.17,95.4,3.17,0.0,0.0,0.0
29.5205_76.5679.png,0.07,0.02,0.46,98.74,0.26,0.46,0.0,0.0
27.7881_77.0558.png,4.45,0.0,5.9,83.74,1.71,4.05,0.15,0.0
29.1117_77.0970.png,0.41,1.44,3.59,91.59,0.29,2.42,0.27,0.0
29.5880_76.2646.png,1.0,0.06,0.28,98.58,0.08,0.0,0.0,0.0
29.8793_74.6147.png,1.29,0.04,0.41,96.35,0.24,0.24,1.43,0.0
30.6969_77.1646.png,90.43,0.94,0.27,7.77,0.52,0.07,0.0,0.0
29.3582_76.1646.png,1.29,0.03,0.14,98.51,0.03,0.0,0.0,0.0
28.6082_76.1882.png,0.3,0.71,0.05,98.87,0.01,0.01,0.05,0.0
30.3881_76.8970.png,16.41,0.6,0.43,82.3,0.25,0.0,0.0,0.0
29.9293_74.9294.png,1.44,0.29,1.08,88.49,7.97,0.59,0.14,0.0
28.0616_76.5794.png,4.37,0.1,2.07,76.05,17.39,0.03,0.0,0.0
28.6583_76.0294.png,3.65,4.44,0.51,91.13,0.21,0.06,0.0,0.0
28.5381_76.1470.png,5.23,2.92,1.01,86.78,3.65,0.35,0.06,0.0
27.7881_77.1646.png,3.55,0.16,1.92,88.38,5.98,0.0,0.01,0.0
28.4381_77.1058.png,30.01,4.65,3.42,3.83,55.44,2.65,0.01,0.0
28.1293_76.4970.png,2.1,39.8,3.08,53.57,1.46,0.0,0.0,0.0
29.3582_76.0558.png,2.27,0.42,0.73,96.46,0.04,0.08,0.0,0.0
29.5880_76.3558.png,0.12,0.01,0.14,99.73,0.0,0.0,0.0,0.0
30.6969_77.0558.png,89.56,6.57,0.51,2.94,0.27,0.14,0.0,0.0
29.2292_76.9382.png,6.21,0.37,0.56,89.97,0.22,2.66,0.01,0.0
28.2204_77.1558.png,3.27,0.91,10.36,67.53,9.86,1.52,6.56,0.0
28.9381_75.5180.png,0.0,0.82,0.11,95.12,0.0,3.95,0.0,0.0
29.5616_75.0294.png,2.19,1.66,3.87,53.84,36.12,1.59,0.74,0.0
28.5792_76.8179.png,7.76,1.99,2.95,65.43,20.93,0.37,0.58,0.0
28.8969_76.3058.png,0.17,0.01,0.0,99.82,0.0,0.0,0.0,0.0
28.2204_77.0646.png,10.4,2.1,16.36,49.06,19.49,2.59,0.0,0.0
30.3617_76.7180.png,3.67,0.81,0.04,87.4,8.04,0.0,0.0,0.05
28.6793_76.5294.png,4.49,0.5,0.05,94.84,0.0,0.11,0.02,0.0
29.6881_75.0146.png,3.81,3.7,1.26,89.87,0.91,0.45,0.01,0.0
28.6583_76.4794.png,2.42,0.09,0.0,97.5,0.0,0.0,0.0,0.0
29.0117_76.4680.png,0.25,0.32,0.19,98.85,0.36,0.03,0.0,0.0
29.9469_76.5558.png,3.61,0.13,0.68,91.11,4.4,0.06,0.0,0.0
30.0469_76.8558.png,16.97,7.38,0.32,73.77,1.52,0.03,0.0,0.0
29.3793_75.4294.png,0.1,0.06,0.13,99.53,0.18,0.0,0.0,0.0
28.8705_75.9794.png,0.54,1.46,6.58,87.76,0.0,3.67,0.0,0.0
29.3292_75.5882.png,6.06,4.29,1.2,85.91,1.66,0.53,0.35,0.0
28.3881_76.1146.png,5.09,83.09,1.49,10.29,0.0,0.05,0.0,0.0
29.3582_76.4058.png,0.66,0.04,0.2,98.84,0.25,0.0,0.0,0.0
28.5583_76.2146.png,1.59,1.7,1.04,95.07,0.31,0.29,0.0,0.0
29.9469_76.4646.png,6.6,0.02,0.41,92.84,0.14,0.0,0.0,0.0
29.5880_76.7058.png,4.98,4.35,2.17,62.58,25.83,0.09,0.0,0.0
29.1705_76.4680.png,1.19,0.87,0.0,97.63,0.0,0.11,0.2,0.0
30.1381_77.3382.png,40.98,0.08,1.26,53.0,4.47,0.22,0.0,0.0
28.0616_76.1294.png,25.44,4.19,4.12,46.0,17.21,0.57,2.47,0.0
30.8705_76.9680.png,86.53,12.1,1.18,0.02,0.17,0.0,0.0,0.0
28.4381_77.4646.png,7.38,0.63,25.8,52.11,6.99,2.2,4.89,0.0
28.1469_77.4180.png,2.82,0.01,2.17,92.67,1.84,0.49,0.0,0.0
30.0469_76.9646.png,3.12,0.36,0.18,91.82,4.47,0.05,0.0,0.0
28.9117_75.9794.png,0.48,0.8,1.85,95.36,1.35,0.16,0.0,0.0
28.0293_77.0680.png,0.37,0.1,2.16,64.8,0.0,0.42,32.15,0.0
30.5381_76.9180.png,5.79,0.49,0.16,82.02,11.44,0.1,0.0,0.0
29.8083_76.5146.png,4.16,0.17,0.21,94.89,0.02,0.54,0.0,0.0
29.4083_75.0970.png,0.85,0.09,0.05,98.75,0.16,0.11,0.0,0.0
28.8969_76.6646.png,8.49,8.0,10.77,55.15,14.43,2.17,1.0,0.0
29.5616_75.4794.png,1.25,2.78,1.42,92.46,1.74,0.35,0.0,0.0
28.2204_77.5058.png,0.28,0.0,0.5,98.65,0.54,0.02,0.0,0.0
29.6205_75.8146.png,0.46,0.74,1.03,95.53,1.86,0.39,0.0,0.0
30.8116_77.0180.png,98.18,1.08,0.16,0.46,0.12,0.0,0.0,0.0
29.4293_75.5970.png,5.79,2.74,2.27,71.2,17.73,0.21,0.06,0.0
29.8582_77.1382.png,11.2,0.01,0.32,80.18,8.19,0.1,0.0,0.0
29.1469_76.3882.png,1.26,0.19,0.52,96.79,0.82,0.42,0.0,0.0
29.9083_74.8794.png,0.06,1.69,0.15,97.53,0.12,0.33,0.12,0.0
28.9583_75.7970.png,5.25,1.16,0.21,92.1,0.17,1.1,0.0,0.0
28.7292_75.8382.png,1.51,2.05,0.19,92.93,3.21,0.1,0.0,0.0
28.6793_76.1794.png,5.14,6.51,1.58,62.2,24.27,0.24,0.07,0.0
28.8969_76.7558.png,5.18,0.02,0.16,94.01,0.64,0.0,0.0,0.0
29.3116_75.6180.png,4.14,5.1,1.17,83.46,1.94,4.2,0.0,0.0
28.3204_76.5470.png,1.23,0.26,0.29,97.44,0.56,0.03,0.19,0.0
29.4704_76.7382.png,3.38,0.12,0.2,94.2,1.94,0.16,0.0,0.0
29.6969_74.7382.png,0.08,0.12,0.4,99.24,0.14,0.02,0.0,0.0
29.8617_75.1180.png,0.33,0.07,0.39,98.58,0.61,0.01,0.0,0.0
29.4469_75.5180.png,0.52,0.28,0.98,97.79,0.41,0.03,0.0,0.0
28.9969_76.3470.png,2.7,0.14,0.42,95.0,0.36,1.38,0.0,0.0
29.1381_75.5646.png,1.31,3.44,0.78,90.36,3.08,0.86,0.17,0.0
29.6082_76.6180.png,1.74,2.41,1.36,94.06,0.43,0.0,0.0,0.0
29.5293_75.1680.png,5.66,1.08,0.96,90.97,1.18,0.15,0.0,0.0
28.2204_76.1558.png,5.74,7.13,0.97,71.18,14.96,0.03,0.0,0.0
28.8116_76.8470.png,0.63,2.14,9.15,57.52,1.27,28.57,0.71,0.0
29.2583_76.8146.png,5.42,0.45,0.95,90.08,2.45,0.62,0.04,0.01
28.2204_76.0646.png,0.23,68.53,3.66,27.41,0.12,0.06,0.0,0.0
27.9583_76.5882.png,0.67,0.06,0.46,98.25,0.54,0.01,0.0,0.0
28.3969_75.8471.png,1.66,2.04,0.35,93.86,2.09,0.0,0.0,0.0
29.2469_76.4382.png,0.06,0.04,0.02,99.87,0.0,0.02,0.0,0.0
29.1381_75.4558.png,1.73,0.32,0.02,97.4,0.53,0.0,0.0,0.0
28.9704_76.8470.png,1.47,0.8,0.41,97.32,0.0,0.0,0.0,0.0
28.4381_76.1058.png,2.79,22.79,6.51,55.61,2.16,10.14,0.0,0.0
29.9469_77.1058.png,17.47,0.03,0.0,76.53,5.97,0.0,0.0,0.0
29.9616_74.8680.png,0.08,1.05,0.5,97.56,0.0,0.8,0.0,0.0
29.1117_76.0970.png,1.58,0.16,0.74,96.79,0.09,0.02,0.62,0.0
29.3582_77.1646.png,3.39,1.0,0.53,82.28,7.8,0.0,0.03,4.97
28.8793_75.6680.png,0.37,1.23,0.08,98.14,0.17,0.0,0.0,0.0
29.5083_75.4680.png,6.71,0.62,3.83,34.1,53.66,1.07,0.0,0.0
28.1293_77.4970.png,0.0,0.02,2.88,94.78,0.0,0.04,2.27,0.0
29.7204_75.4058.png,2.97,0.0,0.05,94.58,2.4,0.0,0.0,0.0
29.3582_77.0558.png,8.3,0.43,4.63,73.95,8.98,3.69,0.03,0.0
30.5117_77.1294.png,12.94,0.0,0.01,84.09,2.96,0.0,0.0,0.0
29.4293_74.5970.png,0.68,0.16,0.2,95.31,2.92,0.71,0.0,0.0
30.2381_77.4882.png,13.84,13.42,3.06,16.08,11.97,14.54,27.0,0.1
28.3969_76.6382.png,1.73,2.08,1.66,91.54,1.19,1.75,0.05,0.0
28.2204_76.5058.png,2.12,0.35,0.08,92.9,4.54,0.01,0.0,0.0
29.6205_74.8146.png,1.56,0.13,0.14,97.81,0.37,0.0,0.0,0.0
29.7881_76.9294.png,4.77,0.27,1.49,83.2,9.51,0.75,0.0,0.0
29.6969_75.7382.png,3.8,0.11,0.89,87.54,7.31,0.36,0.0,0.0
29.3292_75.3559.png,0.71,0.81,0.21,97.74,0.52,0.01,0.0,0.0
30.4705_77.1294.png,8.09,1.64,1.28,46.58,42.21,0.19,0.0,0.0
29.4616_76.9146.png,8.65,14.19,6.4,64.38,5.48,0.9,0.0,0.0
29.4205_76.3146.png,1.15,0.26,0.03,98.56,0.0,0.0,0.0,0.0
29.3116_74.6180.png,0.0,5.03,10.55,48.17,0.0,36.24,0.0,0.0
28.7469_75.5382.png,0.39,0.33,0.05,99.13,0.1,0.0,0.0,0.0
28.3881_77.1146.png,18.43,64.14,3.16,14.14,0.0,0.12,0.0,0.0
29.7204_75.1646.png,12.78,0.0,1.01,82.92,3.18,0.1,0.0,0.0
28.4381_76.5558.png,1.53,2.43,0.34,95.05,0.36,0.29,0.0,0.0
29.3292_74.5882.png,0.19,1.68,0.8,82.67,0.7,13.96,0.0,0.0
29.2381_76.8179.png,3.41,0.78,0.57,88.32,6.21,0.7,0.01,0.0
27.9880_77.2680.png,1.55,0.07,4.26,92.09,0.69,0.43,0.91,0.0
28.1469_76.4180.png,0.59,0.91,0.85,96.62,0.66,0.37,0.0,0.0
28.0616_77.1294.png,1.28,0.1,5.94,83.47,1.35,5.65,2.21,0.0
29.7204_75.0558.png,0.47,6.85,3.12,88.09,0.12,1.35,0.0,0.0
28.4381_76.4646.png,10.81,4.69,0.44,77.6,6.29,0.06,0.09,0.0
30.8380_76.8294.png,97.22,2.72,0.06,0.0,0.0,0.0,0.0,0.0
28.7583_75.9146.png,2.08,5.06,0.39,92.25,0.05,0.16,0.0,0.0
30.1381_76.3382.png,8.53,0.01,0.25,90.59,0.62,0.0,0.0,0.0
28.4969_77.0294.png,9.74,7.49,6.39,5.43,68.8,2.14,0.0,0.0
27.8204_76.1470.png,0.26,0.06,0.1,98.9,0.67,0.0,0.0,0.0
28.1583_76.6382.png,3.88,1.05,11.64,66.41,16.25,0.68,0.1,0.0
29.7793_74.5882.png,0.7,0.01,0.47,98.73,0.04,0.05,0.0,0.0
28.7881_76.5382.png,3.58,4.64,0.53,88.91,1.09,0.71,0.54,0.0
29.7617_75.5680.png,0.07,0.04,0.13,99.2,0.35,0.21,0.0,0.0
28.1082_77.2146.png,3.14,0.0,0.44,90.77,5.1,0.0,0.55,0.0
30.2204_76.5679.png,2.71,1.21,0.64,92.37,0.36,2.49,0.21,0.0
30.5293_76.9382.png,4.87,0.13,0.15,93.78,0.54,0.53,0.0,0.0
28.7583_75.7180.png,9.82,12.77,0.51,72.72,4.07,0.11,0.0,0.0
29.3705_75.0558.png,2.71,4.08,0.46,87.16,5.18,0.4,0.0,0.0
28.8380_75.7058.png,2.01,0.07,0.0,97.92,0.0,0.0,0.0,0.0
30.1293_77.3180.png,16.46,0.16,5.1,64.22,13.02,0.9,0.14,0.0
29.9205_74.9058.png,3.88,0.15,0.01,95.96,0.0,0.0,0.0,0.0
28.7380_75.8180.png,0.23,0.17,0.02,99.58,0.0,0.0,0.0,0.0
28.4616_77.0882.png,17.43,0.35,1.43,3.94,76.78,0.06,0.0,0.0
