filename,Tree cover,Shrubland,Grassland,Cropland,Built-up,Bare / sparse vegetation,Permanent water bodies,Herbaceous wetland
28.4381_76.3058.png,2.24,1.47,0.42,90.66,5.09,0.11,0.0,0.0
30.7116_76.9558.png,98.74,1.24,0.02,0.0,0.0,0.0,0.0,0.0
28.4792_76.9058.png,6.86,5.64,15.99,43.4,23.9,3.64,0.57,0.0
29.1793_76.9794.png,3.61,0.46,1.13,87.84,6.76,0.2,0.0,0.0
29.1583_76.8294.png,1.54,0.0,0.0,98.46,0.0,0.0,0.0,0.0
28.3969_76.4382.png,3.41,0.24,0.42,79.74,16.17,0.03,0.0,0.0
29.2705_74.9970.png,0.0,0.14,0.13,82.11,0.0,17.62,0.0,0.0
29.1082_76.9882.png,3.68,1.99,7.22,73.38,11.54,2.19,0.01,0.0
28.4583_75.9294.png,3.88,0.0,0.21,95.7,0.21,0.0,0.0,0.0
28.2204_76.7058.png,4.96,0.51,1.12,87.75,4.96,0.2,0.51,0.0
29.4205_76.1146.png,0.8,1.39,1.01,93.94,2.46,0.39,0.01,0.0
29.2469_75.8471.png,2.57,3.89,2.58,76.48,13.94,0.38,0.16,0.0
29.4293_74.7970.png,0.09,0.29,0.4,99.08,0.15,0.0,0.0,0.0
29.5083_75.6680.png,0.94,0.36,0.26,98.09,0.09,0.26,0.0,0.0
29.5616_74.6794.png,3.62,0.11,1.24,82.79,11.99,0.24,0.0,0.0
28.4381_76.7558.png,1.92,0.75,1.15,92.86,3.26,0.07,0.0,0.0
29.6969_75.5382.png,0.3,0.0,0.13,99.31,0.26,0.0,0.0,0.0
29.8582_76.3382.png,0.19,0.22,0.26,98.01,1.32,0.0,0.0,0.0
28.3881_77.3146.png,7.17,0.13,5.24,8.5,76.19,2.69,0.09,0.0
28.5968_75.8970.png,1.86,0.74,0.3,93.77,3.32,0.02,0.0,0.0
29.2381_76.9470.png,14.03,1.95,2.12,66.25,10.72,4.92,0.01,0.0
29.9881_74.8680.png,2.32,1.8,1.26,85.09,9.12,0.41,0.0,0.0
30.5792_77.1180.png,65.2,17.17,10.71,5.81,0.09,0.6,0.43,0.0
27.9880_77.0680.png,2.71,0.58,5.58,80.18,3.97,0.93,6.05,0.0
28.8617_75.6059.png,2.04,10.33,0.82,79.9,5.88,1.04,0.0,0.0
30.4705_77.3294.png,90.71,2.13,0.36,6.37,0.15,0.28,0.0,0.0
28.0616_77.3294.png,0.52,0.01,0.46,98.88,0.14,0.0,0.0,0.0
29.3793_74.6294.png,1.32,0.0,0.04,98.59,0.05,0.0,0.0,0.0
28.1469_76.6180.png,2.71,0.46,1.54,87.33,6.49,1.46,0.0,0.0
28.7469_75.7382.png,4.43,2.82,0.84,77.85,13.98,0.07,0.0,0.0
29.7204_75.2558.png,5.67,0.44,6.36,69.74,16.67,1.12,0.0,0.0
28.9792_76.1058.png,0.24,0.3,0.68,94.24,4.18,0.24,0.12,0.0
28.4381_76.6646.png,1.63,6.74,0.59,86.22,2.03,2.49,0.3,0.0
29.2969_76.7558.png,2.22,3.07,1.95,90.84,0.55,1.36,0.0,0.0
29.6205_76.3680.png,1.14,0.02,0.0,98.84,0.0,0.0,0.0,0.0
28.7617_76.7882.png,6.72,0.44,1.56,68.29,22.51,0.32,0.16,0.0
29.6469_75.0058.png,7.57,0.05,0.47,90.79,1.08,0.03,0.0,0.0
29.8468_74.6680.png,11.41,0.04,0.09,88.35,0.08,0.03,0.0,0.0
29.6082_74.8058.png,0.41,0.07,0.4,97.53,0.24,1.35,0.0,0.0
28.4880_77.2382.png,25.1,39.72,1.98,10.66,22.51,0.03,0.0,0.0
30.1617_77.2058.png,17.99,0.15,0.12,79.07,2.65,0.02,0.0,0.0
29.2969_76.6646.png,7.85,0.27,0.7,86.93,2.12,1.67,0.45,0.0
29.4381_75.8882.png,0.65,2.15,1.02,94.58,1.56,0.04,0.0,0.0
29.4293_75.3294.png,0.41,0.03,0.09,99.27,0.2,0.0,0.0,0.0
29.7617_77.0180.png,0.37,0.01,0.46,98.84,0.33,0.0,0.0,0.0
28.4704_76.2470.png,1.28,1.97,0.97,87.06,5.76,2.96,0.0,0.0
29.3204_76.0382.png,0.1,0.26,0.06,99.56,0.04,0.0,0.0,0.0
28.2083_76.5146.png,2.88,0.37,0.32,95.48,0.34,0.59,0.02,0.0
28.6381_76.4180.png,4.9,0.31,0.39,92.88,1.49,0.04,0.0,0.0
29.4792_75.2882.png,0.52,0.18,0.09,98.84,0.37,0.0,0.0,0.0
29.4205_74.8680.png,0.27,0.07,0.1,99.37,0.2,0.0,0.0,0.0
28.5583_75.9680.png,2.31,0.16,0.08,97.12,0.33,0.01,0.0,0.0
28.1293_76.6794.png,2.61,0.13,2.86,78.56,11.23,4.6,0.0,0.0
27.8617_77.2294.png,1.94,0.19,6.67,84.55,3.7,2.95,0.0,0.0
29.3793_75.2970.png,0.8,0.3,0.36,98.25,0.13,0.16,0.0,0.0
28.4969_76.9470.png,1.5,0.55,0.0,68.15,0.0,0.02,6.41,23.38
29.4083_75.6294.png,3.94,1.71,0.19,92.75,1.16,0.25,0.01,0.0
29.3380_75.8970.png,1.13,0.06,0.1,98.7,0.01,0.0,0.0,0.0
30.2116_76.7882.png,4.28,0.05,0.21,95.32,0.1,0.05,0.0,0.0
29.2705_75.9794.png,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
29.5469_76.8179.png,2.28,1.99,2.03,77.08,14.49,0.71,1.35,0.08
28.7705_76.8794.png,5.43,2.18,0.55,91.44,0.12,0.27,0.0,0.0
30.5583_76.9794.png,7.61,3.08,2.67,85.44,1.03,0.17,0.0,0.0
28.9792_76.4646.png,2.52,8.51,4.94,76.21,4.54,2.88,0.41,0.0
28.1881_77.1680.png,2.2,0.16,6.47,88.21,0.64,2.0,0.32,0.0
28.6117_76.8794.png,3.0,1.45,1.52,92.57,1.05,0.4,0.0,0.0
29.4293_75.7794.png,0.57,0.01,0.07,99.24,0.1,0.01,0.0,0.0
29.8204_77.0646.png,16.86,1.06,0.21,81.67,0.17,0.03,0.0,0.0
29.3116_76.8058.png,2.0,1.61,0.49,95.86,0.0,0.04,0.0,0.0
28.9583_75.5794.png,1.31,9.6,1.25,77.49,0.07,10.27,0.0,0.0
28.6793_76.3970.png,4.51,2.46,1.41,86.42,4.81,0.4,0.0,0.0
29.5381_76.4382.png,1.18,0.19,0.19,98.34,0.1,0.0,0.0,0.0
29.6469_75.4558.png,1.15,0.48,1.27,96.19,0.16,0.36,0.39,0.0
29.0583_76.8680.png,6.11,1.61,0.43,82.43,9.29,0.13,0.0,0.0
28.8292_76.9382.png,21.37,10.84,10.71,51.36,0.01,5.71,0.0,0.0
29.9616_76.3146.png,0.25,0.0,0.12,97.75,1.85,0.03,0.0,0.0
28.9792_76.5558.png,2.47,1.4,2.89,78.71,12.43,1.47,0.62,0.0
29.4083_75.2794.png,2.26,2.91,0.25,94.28,0.21,0.1,0.0,0.0
29.5616_75.6970.png,1.07,0.04,0.5,97.55,0.7,0.13,0.0,0.0
29.6469_75.5646.png,1.62,0.53,4.33,89.09,4.05,0.39,0.0,0.0
27.7292_76.9146.png,9.28,1.59,3.18,84.57,1.39,0.0,0.0,0.0
30.4117_77.3680.png,28.55,0.45,0.7,66.55,3.38,0.36,0.0,0.0
29.2969_76.3058.png,23.39,0.17,1.02,40.37,34.87,0.17,0.0,0.0
28.2469_77.1470.png,3.61,0.37,7.27,82.57,5.51,0.51,0.17,0.0
29.8204_77.1558.png,12.97,0.0,0.54,83.66,2.81,0.01,0.0,0.0
30.0704_77.0382.png,10.73,0.13,0.07,88.12,0.94,0.0,0.0,0.0
29.8881_74.8294.png,0.64,0.26,1.2,81.98,15.2,0.7,0.01,0.0
28.5880_75.8559.png,1.51,8.07,0.18,89.42,0.67,0.14,0.01,0.0
29.9205_76.9146.png,5.79,2.06,0.81,80.27,9.29,1.57,0.21,0.0
29.5880_75.9180.png,0.01,0.04,0.18,99.78,0.0,0.0,0.0,0.0
28.1293_76.2294.png,5.19,1.5,0.71,83.0,9.04,0.01,0.54,0.0
30.0205_76.4146.png,1.97,0.08,0.13,97.26,0.57,0.0,0.0,0.0
28.7969_75.7646.png,3.77,4.48,0.12,91.24,0.38,0.0,0.0,0.0
29.7083_75.4146.png,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
30.2293_76.9970.png,8.18,0.01,0.03,89.32,2.45,0.02,0.0,0.0
28.1381_76.9882.png,0.8,0.01,3.48,90.86,4.59,0.21,0.05,0.0
29.2617_75.6882.png,26.06,7.85,1.32,64.5,0.19,0.08,0.0,0.0
28.6583_76.6970.png,3.23,2.17,8.13,69.03,4.89,12.46,0.09,0.0
30.2469_76.9180.png,5.09,0.11,0.41,88.54,5.82,0.03,0.0,0.0
27.9117_76.9882.png,5.16,0.01,6.07,75.77,12.64,0.04,0.3,0.0
30.0880_76.3179.png,1.96,0.41,2.86,94.65,0.11,0.02,0.0,0.0
29.3705_76.4146.png,12.36,0.32,0.42,85.55,0.98,0.0,0.36,0.0
28.7969_75.6558.png,0.5,0.38,0.23,98.72,0.16,0.01,0.0,0.0
30.7381_76.9646.png,35.85,18.34,9.69,28.82,1.87,5.44,0.0,0.0
29.1117_76.2794.png,0.26,0.67,0.13,98.57,0.1,0.26,0.01,0.0
29.4083_74.6294.png,4.92,1.11,0.31,93.38,0.16,0.11,0.01,0.0
29.3204_77.0382.png,7.1,0.06,0.08,92.76,0.0,0.0,0.0,0.0
28.7116_75.9470.png,2.25,2.51,0.3,93.09,1.84,0.0,0.01,0.0
28.1881_76.1680.png,6.18,2.13,0.93,80.82,9.86,0.03,0.04,0.0
29.1793_76.9970.png,11.98,0.01,0.01,87.12,0.88,0.0,0.0,0.0
28.4704_77.2470.png,19.38,78.91,1.22,0.26,0.02,0.19,0.01,0.0
28.5704_76.2058.png,1.35,6.63,8.24,60.26,5.62,17.91,0.0,0.0
29.2705_74.9794.png,0.0,0.43,0.19,83.47,0.0,15.92,0.0,0.0
28.7583_76.2680.png,5.64,0.7,1.58,78.55,13.38,0.11,0.04,0.0
28.3292_76.9646.png,30.56,45.05,6.69,8.38,8.33,0.99,0.0,0.0
27.8705_76.9882.png,1.51,0.0,0.79,93.51,4.19,0.0,0.0,0.0
27.8292_77.3680.png,1.71,0.0,0.98,86.88,10.31,0.0,0.12,0.0
28.7793_76.7680.png,9.28,4.3,5.22,11.02,67.63,1.74,0.8,0.0
29.9881_77.1146.png,17.59,0.35,0.24,79.01,0.75,0.46,1.6,0.0
30.7381_76.8558.png,82.63,3.97,0.37,7.78,5.07,0.17,0.0,0.0
29.0968_76.9794.png,8.16,1.04,3.9,75.27,10.92,0.63,0.08,0.0
28.8582_76.4470.png,3.81,12.12,2.02,70.72,6.83,4.22,0.28,0.0
27.7083_77.0470.png,2.94,0.0,3.5,88.02,5.35,0.14,0.05,0.0
28.8468_75.6147.png,0.82,7.0,0.2,88.97,2.35,0.66,0.0,0.0
30.3468_77.0680.png,10.21,0.63,0.33,87.98,0.29,0.56,0.0,0.0
29.0704_75.7558.png,3.17,1.61,1.75,87.07,5.95,0.44,0.02,0.0
29.6293_76.8294.png,0.29,0.0,0.0,99.63,0.07,0.0,0.0,0.0
28.2083_77.5146.png,0.77,0.0,0.88,97.02,1.32,0.01,0.0,0.0
29.6082_75.8058.png,0.16,0.04,0.25,99.02,0.53,0.0,0.0,0.0
29.4381_74.8882.png,3.56,0.03,1.18,75.94,17.2,2.08,0.0,0.0
28.4117_75.7294.png,0.16,2.67,0.24,95.55,1.38,0.0,0.0,0.0
29.6381_76.3882.png,0.17,0.05,0.04,99.69,0.01,0.05,0.0,0.0
30.3083_76.8680.png,20.71,0.76,1.06,70.41,5.62,1.45,0.0,0.0
29.0704_75.6646.png,1.5,3.09,1.95,73.08,20.27,0.11,0.0,0.0
28.9469_75.8882.png,1.03,0.19,0.41,98.22,0.14,0.01,0.0,0.0
29.4616_75.2680.png,3.1,3.64,1.25,44.97,43.55,2.85,0.65,0.0
29.5880_74.9180.png,2.07,0.05,0.26,96.37,0.32,0.93,0.0,0.0
28.5704_76.7646.png,1.07,38.01,10.6,31.62,2.57,16.09,0.05,0.0
29.4205_75.8680.png,0.03,0.03,0.09,99.65,0.2,0.01,0.0,0.0
28.8380_76.7146.png,0.73,1.22,1.36,94.26,0.05,2.39,0.0,0.0
28.9792_77.1058.png,2.04,0.67,4.15,85.0,7.91,0.22,0.0,0.0
29.7469_75.0470.png,3.27,0.07,0.15,96.26,0.24,0.0,0.0,0.0
28.3292_76.8558.png,1.55,0.19,0.93,90.77,6.47,0.09,0.0,0.0
28.4880_76.2382.png,1.12,1.97,0.85,85.65,10.32,0.1,0.0,0.0
28.2469_76.1470.png,3.94,7.66,3.87,71.14,12.81,0.59,0.0,0.0
29.8204_76.5058.png,0.63,0.07,0.41,98.77,0.0,0.12,0.0,0.0
29.1117_76.6294.png,1.08,1.96,1.61,92.22,0.86,2.26,0.0,0.0
28.5704_76.6558.png,0.48,0.25,0.29,98.96,0.02,0.0,0.0,0.0
29.9969_76.6382.png,6.78,1.09,0.38,89.3,2.46,0.0,0.0,0.0
29.5616_74.6970.png,6.66,0.62,2.42,82.24,7.86,0.19,0.01,0.0
28.1205_76.9680.png,4.55,50.2,30.56,12.51,0.05,2.12,0.01,0.0
29.2793_75.6680.png,2.6,1.26,0.23,95.69,0.21,0.02,0.0,0.0
30.4969_77.1180.png,16.74,0.4,0.24,81.86,0.74,0.03,0.0,0.0
29.8204_76.1558.png,0.89,0.13,0.24,98.28,0.47,0.0,0.0,0.0
29.4881_75.0680.png,0.12,0.18,0.24,99.4,0.05,0.0,0.0,0.0
29.2583_75.3680.png,2.84,2.04,0.99,78.16,15.46,0.29,0.22,0.0
28.5968_75.8794.png,0.58,0.13,0.1,98.84,0.35,0.0,0.0,0.0
30.1617_76.7646.png,4.95,0.7,0.38,82.86,10.9,0.21,0.0,0.0
30.0880_77.0470.png,3.02,0.05,0.13,94.14,2.58,0.07,0.0,0.0
28.1293_77.2294.png,2.87,0.01,1.62,89.48,5.89,0.03,0.1,0.0
29.4293_74.7794.png,0.17,0.06,0.52,98.34,0.79,0.12,0.0,0.0
29.2116_76.8470.png,1.98,0.61,1.93,93.49,0.76,1.23,0.0,0.0
29.8617_76.4680.png,1.52,0.44,0.8,86.69,10.42,0.14,0.0,0.0
29.1381_76.0146.png,2.42,0.39,1.07,94.55,1.51,0.05,0.0,0.0
30.1617_76.6558.png,4.38,0.58,0.15,87.94,6.91,0.03,0.0,0.0
29.4205_75.3058.png,3.52,1.13,0.76,91.29,2.52,0.79,0.0,0.0
29.3969_76.3470.png,3.91,0.17,0.62,94.6,0.52,0.18,0.0,0.0
29.4616_75.9058.png,0.36,0.33,0.94,97.32,0.68,0.37,0.0,0.0
29.6082_75.3680.png,0.31,0.39,0.48,97.69,1.11,0.01,0.0,0.0
29.5293_76.4180.png,0.02,0.07,0.0,99.9,0.0,0.0,0.0,0.0
28.3617_77.2794.png,1.51,0.0,0.12,0.0,97.23,1.14,0.0,0.0
30.1617_76.9680.png,6.18,0.35,0.29,87.7,5.47,0.01,0.0,0.0
28.9704_76.1294.png,0.2,0.28,0.19,99.25,0.08,0.0,0.0,0.0
29.5616_74.9470.png,3.38,0.0,0.36,96.14,0.01,0.01,0.11,0.0
29.2116_76.7970.png,13.22,2.08,1.67,65.62,16.71,0.63,0.08,0.0
28.2292_77.3970.png,5.06,0.02,1.83,75.17,17.5,0.08,0.34,0.0
28.8116_76.1294.png,20.23,7.0,6.86,5.36,59.34,0.97,0.24,0.0
28.9205_76.0882.png,0.06,0.16,0.98,98.12,0.45,0.23,0.0,0.0
28.9381_77.0680.png,1.68,1.26,29.73,47.01,18.19,2.12,0.01,0.0
28.0968_76.1382.png,0.9,0.21,1.54,94.46,0.77,2.12,0.0,0.0
29.2381_76.6794.png,2.81,0.0,0.0,97.19,0.0,0.0,0.0,0.0
29.2793_75.9558.png,0.05,0.02,0.05,99.87,0.0,0.0,0.0,0.0
27.9469_77.5470.png,2.97,0.0,1.49,77.26,7.67,0.05,10.55,0.0
28.7583_76.9058.png,0.22,2.08,0.55,95.7,0.08,1.35,0.02,0.0
29.5880_74.7146.png,2.6,0.02,0.0,97.36,0.02,0.0,0.0,0.0
30.2083_77.3470.png,6.02,0.49,3.24,89.58,0.67,0.0,0.0,0.0
28.5117_77.0180.png,5.96,2.57,10.02,8.33,69.58,3.53,0.01,0.0
29.8083_74.5058.png,3.74,0.4,3.3,92.39,0.03,0.13,0.02,0.0
29.5117_76.7882.png,5.1,3.06,2.45,59.3,29.56,0.47,0.0,0.06
28.7380_76.6058.png,2.87,1.24,0.23,90.74,3.83,0.07,1.01,0.0
28.1205_76.6558.png,2.44,0.29,3.31,87.98,4.93,1.05,0.01,0.0
29.5083_76.1180.png,0.76,0.64,1.19,93.64,3.53,0.2,0.03,0.0
29.3083_75.0382.png,0.82,0.13,0.19,98.44,0.04,0.38,0.0,0.0
30.0616_77.0180.png,2.53,0.04,0.01,96.73,0.68,0.0,0.0,0.0
28.9704_76.5794.png,2.54,0.14,0.71,94.72,1.82,0.07,0.0,0.0
29.6881_77.0058.png,13.41,0.01,0.34,0.84,85.39,0.01,0.0,0.0
28.8380_76.9180.png,7.02,5.16,1.66,81.45,3.08,1.63,0.0,0.0
29.2381_76.2294.png,0.1,0.0,0.0,99.81,0.09,0.0,0.0,0.0
29.4205_75.7558.png,0.03,0.05,0.47,97.29,0.0,2.15,0.0,0.0
28.1205_76.7646.png,1.55,0.54,3.52,89.59,4.54,0.26,0.0,0.0
28.3292_76.7680.png,3.48,0.95,6.95,77.49,10.69,0.43,0.0,0.0
28.7793_76.9646.png,5.21,1.7,4.95,72.9,15.21,0.03,0.0,0.0
29.6617_74.7294.png,3.38,0.46,0.91,92.44,2.3,0.5,0.0,0.0
28.8116_76.5794.png,7.02,2.5,1.54,85.49,2.02,1.01,0.42,0.0
30.3083_76.7558.png,7.61,0.2,0.14,87.6,4.28,0.17,0.0,0.0
29.2583_75.8058.png,0.01,5.22,2.2,91.31,0.0,1.27,0.0,0.0
29.8292_77.1794.png,3.21,0.42,1.63,92.44,0.0,1.73,0.57,0.0
30.8793_76.8179.png,90.76,4.24,0.24,4.09,0.52,0.12,0.03,0.0
28.7380_76.3646.png,0.06,0.26,0.19,99.5,0.0,0.0,0.0,0.0
30.4117_76.8058.png,8.51,0.56,1.01,87.0,2.6,0.33,0.0,0.0
27.9792_77.0382.png,1.54,0.38,3.91,92.96,0.07,0.2,0.94,0.0
29.1583_76.3470.png,2.82,3.25,2.29,78.41,11.75,1.19,0.28,0.0
29.4205_75.6646.png,0.02,0.0,0.04,99.92,0.02,0.0,0.0,0.0
29.9793_74.8382.png,2.82,0.0,0.0,97.18,0.0,0.0,0.0,0.0
28.7793_76.8558.png,10.18,6.42,5.99,55.59,16.57,4.82,0.42,0.0
